EC	Name
EC:2.7.8.18	UDP-galactose--UDP-N-acetylglucosamine galactose phosphotransferase
EC:2.7.8.19	UDP-glucose--glycoprotein glucose phosphotransferase
EC:2.7.8.20	Phosphatidylglycerol--membrane-oligosaccharide glycerophosphotransferase
EC:2.7.8.21	Membrane-oligosaccharide glycerophosphotransferase
EC:2.7.8.22	1-alkenyl-2-acylglycerol choline phosphotransferase
EC:2.7.8.23	Carboxyvinyl-carboxyphosphonate phosphorylmutase
EC:2.7.8.24	Phosphatidylcholine synthase
EC:2.7.8.25	Transferred entry: 2.4.2.52
EC:2.7.8.26	Adenosylcobinamide-GDP ribazoletransferase
EC:2.7.8.27	Sphingomyelin synthase
EC:2.7.8.28	Phosphoenolpyruvate transferase
EC:2.7.8.29	L-serine-phosphatidylethanolamine phosphatidyltransferase
EC:2.7.8.30	Transferred entry: 2.4.2.53
EC:2.7.8.31	Undecaprenyl-phosphate glucose phosphotransferase
EC:2.7.8.32	3-O-alpha-D-mannopyranosyl-alpha-D-mannopyranose|xylosylphosphotransferase
EC:2.7.8.33	UDP-N-acetylglucosamine--undecaprenyl-phosphate|N-acetylglucosaminephosphotransferase
EC:2.7.8.34	CDP-L-myo-inositol myo-inositolphosphotransferase
EC:2.7.8.35	UDP-N-acetylglucosamine--decaprenyl-phosphate|N-acetylglucosaminephosphotransferase
EC:2.7.8.36	Undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate|transferase
EC:2.7.8.37	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase
EC:2.7.8.38	Archaetidylserine synthase
EC:2.7.8.39	Archaetidylinositol phosphate synthase
EC:2.7.8.40	UDP-N-acetylgalactosamine-undecaprenyl-phosphate|N-acetylgalactosaminephosphotransferase
EC:2.7.8.41	Cardiolipin synthase (CMP-forming)
EC:2.7.8.42	Kdo(2)-lipid A phosphoethanolamine 7''-transferase
EC:2.7.8.43	Lipid A phosphoethanolamine transferase
EC:2.7.8.44	Teichoic acid glycerol-phosphate primase
EC:2.7.8.45	Teichoic acid glycerol-phosphate transferase
EC:2.7.8.46	Teichoic acid ribitol-phosphate primase
EC:2.7.8.47	Teichoic acid ribitol-phosphate polymerase
EC:2.7.8.n1	Transferred entry: 2.4.2.53
EC:2.7.8.n2	Transferred entry: 2.7.8.33
EC:2.7.8.n3	Ceramide phosphoethanolamine synthase
EC:2.7.9.1	Pyruvate, phosphate dikinase
EC:2.7.9.2	Pyruvate, water dikinase
EC:2.7.9.3	Selenide, water dikinase
EC:2.7.9.4	Alpha-glucan, water dikinase
EC:2.7.9.5	Phosphoglucan, water dikinase
EC:2.7.9.6	Rifampicin phosphotransferase
EC:2.7.10.1	Receptor protein-tyrosine kinase
EC:2.7.10.2	Non-specific protein-tyrosine kinase
EC:2.7.11.1	Non-specific serine/threonine protein kinase
EC:2.7.11.2	[Pyruvate dehydrogenase (acetyl-transferring)] kinase
EC:2.7.11.3	Dephospho-[reductase kinase] kinase
EC:2.7.11.4	[3-methyl-2-oxobutanoate dehydrogenase (acetyl-transferring)] kinase
EC:2.7.11.5	[Isocitrate dehydrogenase (NADP(+))] kinase
EC:2.7.11.6	[Tyrosine 3-monooxygenase] kinase
EC:2.7.11.7	[Myosin heavy-chain] kinase
EC:2.7.11.8	Fas-activated serine/threonine kinase
EC:2.7.11.9	[Goodpasture-antigen-binding protein] kinase
EC:2.7.11.10	I-kappa-B kinase
EC:2.7.11.11	cAMP-dependent protein kinase
EC:2.7.11.12	cGMP-dependent protein kinase
EC:2.7.11.13	Protein kinase C
EC:2.7.11.14	Rhodopsin kinase
EC:2.7.11.15	[Beta-adrenergic-receptor] kinase
EC:2.7.11.16	[G-protein-coupled receptor] kinase
EC:2.7.11.17	Calcium/calmodulin-dependent protein kinase
EC:2.7.11.18	[Myosin light-chain] kinase
EC:2.7.11.19	Phosphorylase kinase
EC:2.7.11.20	[Elongation factor 2] kinase
EC:2.7.11.21	Polo kinase
EC:2.7.11.22	Cyclin-dependent kinase
EC:2.7.11.23	[RNA-polymerase]-subunit kinase
EC:2.7.11.24	Mitogen-activated protein kinase
EC:2.7.11.25	Mitogen-activated protein kinase kinase kinase
EC:2.7.11.26	[Tau protein] kinase
EC:2.7.11.27	[Acetyl-CoA carboxylase] kinase
EC:2.7.11.28	Tropomyosin kinase
EC:2.7.11.29	[Low-density-lipoprotein receptor] kinase
EC:2.7.11.30	Receptor protein serine/threonine kinase
EC:2.7.11.31	[Hydroxymethylglutaryl-CoA reductase (NADPH)] kinase
EC:2.7.11.32	[Pyruvate, phosphate dikinase] kinase
EC:2.7.11.33	[Pyruvate, water dikinase] kinase
EC:2.7.11.n1	Transferred entry: 2.7.11.32
EC:2.7.11.n2	Transferred entry: 2.7.11.33
EC:2.7.12.1	Dual-specificity kinase
EC:2.7.12.2	Mitogen-activated protein kinase kinase
EC:2.7.13.1	Protein-histidine pros-kinase
EC:2.7.13.2	Protein-histidine tele-kinase
EC:2.7.13.3	Histidine kinase
EC:2.7.14.1	Protein arginine kinase
EC:2.7.99.1	Triphosphate--protein phosphotransferase
EC:2.8.1.1	Thiosulfate sulfurtransferase
EC:2.8.1.2	3-mercaptopyruvate sulfurtransferase
EC:2.8.1.3	Thiosulfate--thiol sulfurtransferase
EC:2.8.1.4	tRNA uracil 4-sulfurtransferase
EC:2.8.1.5	Thiosulfate--dithiol sulfurtransferase
EC:2.8.1.6	Biotin synthase
EC:2.8.1.7	Cysteine desulfurase
EC:2.8.1.8	Lipoyl synthase
EC:2.8.1.9	Molybdenum cofactor sulfurtransferase
EC:2.8.1.10	Thiazole synthase
EC:2.8.1.11	Molybdopterin synthase sulfurtransferase
EC:2.8.1.12	Molybdopterin synthase
EC:2.8.1.13	tRNA-uridine 2-sulfurtransferase
EC:2.8.1.14	tRNA-5-taurinomethyluridine 2-sulfurtransferase
EC:2.8.1.15	tRNA-5-methyluridine(54) 2-sulfurtransferase
EC:2.8.1.16	L-aspartate semialdehyde sulfurtransferase
EC:2.8.1.n1	Transferred entry: 2.8.1.11
EC:2.8.2.1	Aryl sulfotransferase
EC:2.8.2.2	Alcohol sulfotransferase
EC:2.8.2.3	Amine sulfotransferase
EC:2.8.2.4	Estrone sulfotransferase
EC:2.8.2.5	Chondroitin 4-sulfotransferase
EC:2.8.2.6	Choline sulfotransferase
EC:2.8.2.7	UDP-N-acetylgalactosamine-4-sulfate sulfotransferase
EC:2.8.2.8	[Heparan sulfate]-glucosamine N-sulfotransferase
EC:2.8.2.9	Tyrosine-ester sulfotransferase
EC:2.8.2.10	Renilla-luciferin sulfotransferase
EC:2.8.2.11	Galactosylceramide sulfotransferase
EC:2.8.2.12	Transferred entry: 2.8.2.8
EC:2.8.2.13	Psychosine sulfotransferase
EC:2.8.2.14	Bile-salt sulfotransferase
EC:2.8.2.15	Steroid sulfotransferase
EC:2.8.2.16	Thiol sulfotransferase
EC:2.8.2.17	Chondroitin 6-sulfotransferase
EC:2.8.2.18	Cortisol sulfotransferase
EC:2.8.2.19	Triglucosylalkylacylglycerol sulfotransferase
EC:2.8.2.20	Protein-tyrosine sulfotransferase
EC:2.8.2.21	Keratan sulfotransferase
EC:2.8.2.22	Aryl-sulfate sulfotransferase
EC:2.8.2.23	[Heparan sulfate]-glucosamine 3-sulfotransferase 1
EC:2.8.2.24	Aromatic desulfoglucosinolate sulfotransferase
EC:2.8.2.25	Flavonol 3-sulfotransferase
EC:2.8.2.26	Quercetin-3-sulfate 3'-sulfotransferase
EC:2.8.2.27	Quercetin-3-sulfate 4'-sulfotransferase
EC:2.8.2.28	Quercetin-3,3'-bissulfate 7-sulfotransferase
EC:2.8.2.29	[Heparan sulfate]-glucosamine 3-sulfotransferase 2
EC:2.8.2.30	[Heparan sulfate]-glucosamine 3-sulfotransferase 3
EC:2.8.2.31	Petromyzonol sulfotransferase
EC:2.8.2.32	Scymnol sulfotransferase
EC:2.8.2.33	N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase
EC:2.8.2.34	Glycochenodeoxycholate sulfotransferase
EC:2.8.2.35	Dermatan 4-sulfotransferase
EC:2.8.2.36	Desulfo-A47934 sulfotransferase
EC:2.8.2.37	Trehalose 2-sulfotransferase
EC:2.8.2.38	Aliphatic desulfoglucosinolate sulfotransferase
EC:2.8.2.39	Hydroxyjasmonate sulfotransferase
EC:2.8.2.n1	Transferred entry: 2.8.2.20
EC:2.8.2.n2	Thyroxine sulfotransferase
EC:2.8.3.1	Propionate CoA-transferase
EC:2.8.3.2	Oxalate CoA-transferase
EC:2.8.3.3	Malonate CoA-transferase
EC:2.8.3.4	Deleted entry
EC:2.8.3.5	3-oxoacid CoA-transferase
EC:2.8.3.6	3-oxoadipate CoA-transferase
EC:2.8.3.7	Deleted entry
EC:2.8.3.8	Acetate CoA-transferase
EC:2.8.3.9	Butyrate--acetoacetate CoA-transferase
EC:2.8.3.10	Citrate CoA-transferase
EC:2.8.3.11	Citramalate CoA-transferase
EC:2.8.3.12	Glutaconate CoA-transferase
EC:2.8.3.13	Succinate--hydroxymethylglutarate CoA-transferase
EC:2.8.3.14	5-hydroxypentanoate CoA-transferase
EC:2.8.3.15	Succinyl-CoA:(R)-benzylsuccinate CoA-transferase
EC:2.8.3.16	Formyl-CoA transferase
EC:2.8.3.17	3-(aryl)acryloyl-CoA:(R)-3-(aryl)lactate CoA-transferase
EC:2.8.3.18	Succinyl-CoA:acetate CoA-transferase
EC:2.8.3.19	CoA:oxalate CoA-transferase
EC:2.8.3.20	Succinyl-CoA--D-citramalate CoA-transferase
EC:2.8.3.21	L-carnitine CoA-transferase
EC:2.8.3.22	Succinyl-CoA--L-malate CoA-transferase
EC:2.8.3.23	Caffeate CoA-transferase
EC:2.8.3.24	(R)-2-hydroxy-4-methylpentanoate CoA-transferase
EC:2.8.3.25	Bile acid CoA-transferase
EC:2.8.3.26	Succinyl-CoA:mesaconate CoA transferase
EC:2.8.4.1	Coenzyme-B sulfoethylthiotransferase
EC:2.8.4.2	Arsenate-mycothiol transferase
EC:2.8.4.3	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
EC:2.8.4.4	[Ribosomal protein S12] (aspartate(89)-C(3))-methylthiotransferase
EC:2.8.4.5	tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase
EC:2.8.5.1	S-sulfo-L-cysteine synthase (3-phospho-L-serine-dependent)
EC:2.8.5.2	L-cysteine S-thiosulfotransferase
EC:2.9.1.1	L-seryl-tRNA(Sec) selenium transferase
EC:2.9.1.2	O-phospho-L-seryl-tRNA(Sec):L-selenocysteinyl-tRNA synthase
EC:2.9.1.3	tRNA 2-selenouridine synthase
EC:2.9.1.n1	Transferred entry: 2.9.1.2
EC:2.10.1.1	Molybdopterin molybdotransferase
EC:3.1.1.1	Carboxylesterase
EC:3.1.1.2	Arylesterase
EC:3.1.1.3	Triacylglycerol lipase
EC:3.1.1.4	Phospholipase A(2)
EC:3.1.1.5	Lysophospholipase
EC:3.1.1.6	Acetylesterase
EC:3.1.1.7	Acetylcholinesterase
EC:3.1.1.8	Cholinesterase
EC:3.1.1.9	Deleted entry
EC:3.1.1.10	Tropinesterase
EC:3.1.1.11	Pectinesterase
EC:3.1.1.12	Transferred entry: 3.1.1.1
EC:3.1.1.13	Sterol esterase
EC:3.1.1.14	Chlorophyllase
EC:3.1.1.15	L-arabinonolactonase
EC:3.1.1.16	Transferred entry: 3.1.1.24 and 5.3.3.4
EC:3.1.1.17	Gluconolactonase
EC:3.1.1.18	Transferred entry: 3.1.1.17
EC:3.1.1.19	Uronolactonase
EC:3.1.1.20	Tannase
EC:3.1.1.21	Deleted entry
EC:3.1.1.22	Hydroxybutyrate-dimer hydrolase
EC:3.1.1.23	Acylglycerol lipase
EC:3.1.1.24	3-oxoadipate enol-lactonase
EC:3.1.1.25	1,4-lactonase
EC:3.1.1.26	Galactolipase
EC:3.1.1.27	4-pyridoxolactonase
EC:3.1.1.28	Acylcarnitine hydrolase
EC:3.1.1.29	Aminoacyl-tRNA hydrolase
EC:3.1.1.30	D-arabinonolactonase
EC:3.1.1.31	6-phosphogluconolactonase
EC:3.1.1.32	Phospholipase A(1)
EC:3.1.1.33	6-acetylglucose deacetylase
EC:3.1.1.34	Lipoprotein lipase
EC:3.1.1.35	Dihydrocoumarin hydrolase
EC:3.1.1.36	Limonin-D-ring-lactonase
EC:3.1.1.37	Steroid-lactonase
EC:3.1.1.38	Triacetate-lactonase
EC:3.1.1.39	Actinomycin lactonase
EC:3.1.1.40	Orsellinate-depside hydrolase
EC:3.1.1.41	Cephalosporin-C deacetylase
EC:3.1.1.42	Chlorogenate hydrolase
EC:3.1.1.43	Alpha-amino-acid esterase
EC:3.1.1.44	4-methyloxaloacetate esterase
EC:3.1.1.45	Carboxymethylenebutenolidase
EC:3.1.1.46	Deoxylimonate A-ring-lactonase
EC:3.1.1.47	1-alkyl-2-acetylglycerophosphocholine esterase
EC:3.1.1.48	Fusarinine-C ornithinesterase
EC:3.1.1.49	Sinapine esterase
EC:3.1.1.50	Wax-ester hydrolase
EC:3.1.1.51	Phorbol-diester hydrolase
EC:3.1.1.52	Phosphatidylinositol deacylase
EC:3.1.1.53	Sialate O-acetylesterase
EC:3.1.1.54	Acetoxybutynylbithiophene deacetylase
EC:3.1.1.55	Acetylsalicylate deacetylase
EC:3.1.1.56	Methylumbelliferyl-acetate deacetylase
EC:3.1.1.57	2-pyrone-4,6-dicarboxylate lactonase
EC:3.1.1.58	N-acetylgalactosaminoglycan deacetylase
EC:3.1.1.59	Juvenile-hormone esterase
EC:3.1.1.60	Bis(2-ethylhexyl)phthalate esterase
EC:3.1.1.61	Protein-glutamate methylesterase
EC:3.1.1.62	Transferred entry: 3.5.1.47
EC:3.1.1.63	11-cis-retinyl-palmitate hydrolase
EC:3.1.1.64	Retinoid isomerohydrolase
EC:3.1.1.65	L-rhamnono-1,4-lactonase
EC:3.1.1.66	5-(3,4-diacetoxybut-1-ynyl)-2,2'-bithiophene deacetylase
EC:3.1.1.67	Fatty-acyl-ethyl-ester synthase
EC:3.1.1.68	Xylono-1,4-lactonase
EC:3.1.1.69	Transferred entry: 3.5.1.89
EC:3.1.1.70	Cetraxate benzylesterase
EC:3.1.1.71	Acetylalkylglycerol acetylhydrolase
EC:3.1.1.72	Acetylxylan esterase
EC:3.1.1.73	Feruloyl esterase
EC:3.1.1.74	Cutinase
EC:3.1.1.75	Poly(3-hydroxybutyrate) depolymerase
EC:3.1.1.76	Poly(3-hydroxyoctanoate) depolymerase
EC:3.1.1.77	Acyloxyacyl hydrolase
EC:3.1.1.78	Polyneuridine-aldehyde esterase
EC:3.1.1.79	Hormone-sensitive lipase
EC:3.1.1.80	Acetylajmaline esterase
EC:3.1.1.81	Quorum-quenching N-acyl-homoserine lactonase
EC:3.1.1.82	Pheophorbidase
EC:3.1.1.83	Monoterpene epsilon-lactone hydrolase
EC:3.1.1.84	Cocaine esterase
EC:3.1.1.85	Pimeloyl-[acyl-carrier protein] methyl ester esterase
EC:3.1.1.86	Rhamnogalacturonan acetylesterase
EC:3.1.1.87	Fumonisin B1 esterase
EC:3.1.1.88	Pyrethroid hydrolase
EC:3.1.1.89	Protein phosphatase methylesterase-1
EC:3.1.1.90	All-trans-retinyl ester 13-cis isomerohydrolase
EC:3.1.1.91	2-oxo-3-(5-oxofuran-2-ylidene)propanoate lactonase
EC:3.1.1.92	4-sulfomuconolactone hydrolase
EC:3.1.1.93	Mycophenolic acid acyl-glucuronide esterase
EC:3.1.1.94	Versiconal hemiacetal acetate esterase
EC:3.1.1.95	Aclacinomycin methylesterase
EC:3.1.1.96	D-aminoacyl-tRNA deacylase
EC:3.1.1.97	Methylated diphthine methylhydrolase
EC:3.1.1.98	[Wnt protein] O-palmitoleoyl-L-serine hydrolase
EC:3.1.1.99	6-deoxy-6-sulfogluconolactonase
EC:3.1.1.100	Chlorophyllide a hydrolase
EC:3.1.1.101	Poly(ethylene terephthalate) hydrolase
EC:3.1.1.102	Mono(ethylene terephthalate) hydrolase
EC:3.1.1.103	Teichoic acid D-alanine hydrolase
EC:3.1.1.104	5-phospho-D-xylono-1,4-lactonase
EC:3.1.1.105	3-O-acetylpapaveroxine carboxylesterase
EC:3.1.1.106	O-acetyl-ADP-ribose deacetylase
EC:3.1.1.107	Apo-salmochelin esterase
EC:3.1.1.108	Iron(III) enterobactin esterase
EC:3.1.1.109	Iron(III) salmochelin esterase
EC:3.1.1.110	Xylono-1,5-lactonase
EC:3.1.1.111	Phosphatidylserine sn-1 acylhydrolase
EC:3.1.1.112	Isoamyl acetate esterase
EC:3.1.1.113	Ethyl acetate hydrolase
EC:3.1.1.114	Methyl acetate hydrolase
EC:3.1.1.n1	Transferred entry: 3.5.1.103
EC:3.1.1.n2	Protein-S-isoprenylcysteine alpha-carbonyl methylesterase
EC:3.1.2.1	Acetyl-CoA hydrolase
EC:3.1.2.2	Palmitoyl-CoA hydrolase
EC:3.1.2.3	Succinyl-CoA hydrolase
EC:3.1.2.4	3-hydroxyisobutyryl-CoA hydrolase
EC:3.1.2.5	Hydroxymethylglutaryl-CoA hydrolase
EC:3.1.2.6	Hydroxyacylglutathione hydrolase
EC:3.1.2.7	Glutathione thiolesterase
EC:3.1.2.8	Transferred entry: 3.1.2.6
EC:3.1.2.9	Deleted entry
EC:3.1.2.10	Formyl-CoA hydrolase
EC:3.1.2.11	Acetoacetyl-CoA hydrolase
EC:3.1.2.12	S-formylglutathione hydrolase
EC:3.1.2.13	S-succinylglutathione hydrolase
EC:3.1.2.14	Oleoyl-[acyl-carrier-protein] hydrolase
EC:3.1.2.15	Deleted entry
EC:3.1.2.16	Citrate-lyase deacetylase
EC:3.1.2.17	(S)-methylmalonyl-CoA hydrolase
EC:3.1.2.18	ADP-dependent short-chain-acyl-CoA hydrolase
EC:3.1.2.19	ADP-dependent medium-chain-acyl-CoA hydrolase
EC:3.1.2.20	Acyl-CoA hydrolase
EC:3.1.2.21	Dodecanoyl-[acyl-carrier-protein] hydrolase
EC:3.1.2.22	Palmitoyl-protein hydrolase
EC:3.1.2.23	4-hydroxybenzoyl-CoA thioesterase
EC:3.1.2.24	Transferred entry: 3.13.1.3
EC:3.1.2.25	Phenylacetyl-CoA hydrolase
EC:3.1.2.26	Transferred entry: 2.8.3.25
EC:3.1.2.27	Choloyl-CoA hydrolase
EC:3.1.2.28	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
EC:3.1.2.29	Fluoroacetyl-CoA thioesterase
EC:3.1.2.30	(3S)-malyl-CoA thioesterase
EC:3.1.2.31	Dihydromonacolin L-[lovastatin nonaketide synthase] thioesterase
EC:3.1.2.32	2-aminobenzoylacetyl-CoA thioesterase
EC:3.1.2.n1	Transferred entry: 3.1.2.28
EC:3.1.2.n2	Transferred entry: 3.1.2.30
EC:3.1.3.1	Alkaline phosphatase
EC:3.1.3.2	Acid phosphatase
EC:3.1.3.3	Phosphoserine phosphatase
EC:3.1.3.4	Phosphatidate phosphatase
EC:3.1.3.5	5'-nucleotidase
EC:3.1.3.6	3'-nucleotidase
EC:3.1.3.7	3'(2'),5'-bisphosphate nucleotidase
EC:3.1.3.8	3-phytase
EC:3.1.3.9	Glucose-6-phosphatase
EC:3.1.3.10	Glucose-1-phosphatase
EC:3.1.3.11	Fructose-bisphosphatase
EC:3.1.3.12	Trehalose-phosphatase
EC:3.1.3.13	Deleted entry
EC:3.1.3.14	Methylphosphothioglycerate phosphatase
EC:3.1.3.15	Histidinol-phosphatase
EC:3.1.3.16	Protein-serine/threonine phosphatase
EC:3.1.3.17	[Phosphorylase] phosphatase
EC:3.1.3.18	Phosphoglycolate phosphatase
EC:3.1.3.19	Glycerol-2-phosphatase
EC:3.1.3.20	Phosphoglycerate phosphatase
EC:3.1.3.21	Glycerol-1-phosphatase
EC:3.1.3.22	Mannitol-1-phosphatase
EC:3.1.3.23	Sugar-phosphatase
EC:3.1.3.24	Sucrose-phosphate phosphatase
EC:3.1.3.25	Inositol-phosphate phosphatase
EC:3.1.3.26	4-phytase
EC:3.1.3.27	Phosphatidylglycerophosphatase
EC:3.1.3.28	ADP-phosphoglycerate phosphatase
EC:3.1.3.29	N-acylneuraminate-9-phosphatase
EC:3.1.3.30	Transferred entry: 3.1.3.31
EC:3.1.3.31	Nucleotidase
EC:3.1.3.32	Polynucleotide 3'-phosphatase
EC:3.1.3.33	Polynucleotide 5'-phosphatase
EC:3.1.3.34	Deoxynucleotide 3'-phosphatase
EC:3.1.3.35	Thymidylate 5'-phosphatase
EC:3.1.3.36	Phosphoinositide 5-phosphatase
EC:3.1.3.37	Sedoheptulose-bisphosphatase
EC:3.1.3.38	3-phosphoglycerate phosphatase
EC:3.1.3.39	Streptomycin-6-phosphatase
EC:3.1.3.40	Guanidinodeoxy-scyllo-inositol-4-phosphatase
EC:3.1.3.41	4-nitrophenylphosphatase
EC:3.1.3.42	[Glycogen-synthase-D] phosphatase
EC:3.1.3.43	[Pyruvate dehydrogenase (acetyl-transferring)]-phosphatase
EC:3.1.3.44	[Acetyl-CoA carboxylase]-phosphatase
EC:3.1.3.45	3-deoxy-manno-octulosonate-8-phosphatase
EC:3.1.3.46	Fructose-2,6-bisphosphate 2-phosphatase
EC:3.1.3.47	[Hydroxymethylglutaryl-CoA reductase (NADPH)]-phosphatase
EC:3.1.3.48	Protein-tyrosine-phosphatase
EC:3.1.3.49	[Pyruvate kinase]-phosphatase
EC:3.1.3.50	Sorbitol-6-phosphatase
EC:3.1.3.51	Dolichyl-phosphatase
EC:3.1.3.52	[3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)]-|phosphatase
EC:3.1.3.53	[Myosin-light-chain] phosphatase
EC:3.1.3.54	Fructose-2,6-bisphosphate 6-phosphatase
EC:3.1.3.55	Caldesmon-phosphatase
EC:3.1.3.56	Inositol-polyphosphate 5-phosphatase
EC:3.1.3.57	Inositol-1,4-bisphosphate 1-phosphatase
EC:3.1.3.58	Sugar-terminal-phosphatase
EC:3.1.3.59	Alkylacetylglycerophosphatase
EC:3.1.3.60	Phosphoenolpyruvate phosphatase
EC:3.1.3.61	Deleted entry
EC:3.1.3.62	Multiple inositol-polyphosphate phosphatase
EC:3.1.3.63	2-carboxy-D-arabinitol-1-phosphatase
EC:3.1.3.64	Phosphatidylinositol-3-phosphatase
EC:3.1.3.65	Transferred entry: 3.1.3.64
EC:3.1.3.66	Phosphatidylinositol-3,4-bisphosphate 4-phosphatase
EC:3.1.3.67	Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase
EC:3.1.3.68	2-deoxyglucose-6-phosphatase
EC:3.1.3.69	Glucosylglycerol 3-phosphatase
EC:3.1.3.70	Mannosyl-3-phosphoglycerate phosphatase
EC:3.1.3.71	2-phosphosulfolactate phosphatase
EC:3.1.3.72	5-phytase
EC:3.1.3.73	Adenosylcobalamin/alpha-ribazole phosphatase
EC:3.1.3.74	Pyridoxal phosphatase
EC:3.1.3.75	Phosphoethanolamine/phosphocholine phosphatase
EC:3.1.3.76	Lipid-phosphate phosphatase
EC:3.1.3.77	Acireductone synthase
EC:3.1.3.78	Phosphatidylinositol-4,5-bisphosphate 4-phosphatase
EC:3.1.3.79	Mannosylfructose-phosphate phosphatase
EC:3.1.3.80	2,3-bisphosphoglycerate 3-phosphatase
EC:3.1.3.81	Diacylglycerol diphosphate phosphatase
EC:3.1.3.82	D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase
EC:3.1.3.83	D-glycero-alpha-D-manno-heptose-1,7-bisphosphate 7-phosphatase
EC:3.1.3.84	ADP-ribose 1''-phosphate phosphatase
EC:3.1.3.85	Glucosyl-3-phosphoglycerate phosphatase
EC:3.1.3.86	Phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase
EC:3.1.3.87	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase
EC:3.1.3.88	5''-phosphoribostamycin phosphatase
EC:3.1.3.89	5'-deoxynucleotidase
EC:3.1.3.90	Maltose 6'-phosphate phosphatase
EC:3.1.3.91	7-methylguanosine nucleotidase
EC:3.1.3.92	Kanosamine-6-phosphate phosphatase
EC:3.1.3.93	L-galactose 1-phosphate phosphatase
EC:3.1.3.94	D-galactose 1-phosphate phosphatase
EC:3.1.3.95	Phosphatidylinositol-3,5-bisphosphate 3-phosphatase
EC:3.1.3.96	Pseudouridine 5'-phosphatase
EC:3.1.3.97	3',5'-nucleoside bisphosphate phosphatase
EC:3.1.3.98	Transferred entry: 3.6.1.68
EC:3.1.3.99	IMP-specific 5'-nucleotidase
EC:3.1.3.100	Thiamine phosphate phosphatase
EC:3.1.3.101	Validoxylamine A 7'-phosphate phosphatase
EC:3.1.3.102	FMN hydrolase
EC:3.1.3.103	3-deoxy-D-glycero-D-galacto-nonulopyranosonate 9-phosphatase
EC:3.1.3.104	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase
EC:3.1.3.105	N-acetyl-D-muramate 6-phosphate phosphatase
EC:3.1.3.106	2-lysophosphatidate phosphatase
EC:3.1.3.107	Amicoumacin phosphatase
EC:3.1.3.108	Nocturnin
EC:3.1.3.n1	Transferred entry: 3.1.3.86
EC:3.1.3.n2	Transferred entry: 3.1.3.84
EC:3.1.3.n3	Transferred entry: 3.1.3.78
EC:3.1.3.n4	Transferred entry: 3.1.3.87
EC:3.1.3.n5	Transferred entry: 3.1.3.93
EC:3.1.3.n6	Transferred entry: 3.1.3.96
EC:3.1.4.1	Phosphodiesterase I
EC:3.1.4.2	Glycerophosphocholine phosphodiesterase
EC:3.1.4.3	Phospholipase C
EC:3.1.4.4	Phospholipase D
EC:3.1.4.5	Transferred entry: 3.1.21.1
EC:3.1.4.6	Transferred entry: 3.1.22.1
EC:3.1.4.7	Transferred entry: 3.1.31.1
EC:3.1.4.8	Transferred entry: 4.6.1.24
EC:3.1.4.9	Transferred entry: 3.1.30.2
EC:3.1.4.10	Transferred entry: 4.6.1.13
EC:3.1.4.11	Phosphoinositide phospholipase C
EC:3.1.4.12	Sphingomyelin phosphodiesterase
EC:3.1.4.13	Serine-ethanolaminephosphate phosphodiesterase
EC:3.1.4.14	[Acyl-carrier-protein] phosphodiesterase
EC:3.1.4.15	Transferred entry: 2.7.7.89
EC:3.1.4.16	2',3'-cyclic-nucleotide 2'-phosphodiesterase
EC:3.1.4.17	3',5'-cyclic-nucleotide phosphodiesterase
EC:3.1.4.18	Transferred entry: 3.1.16.1
EC:3.1.4.19	Transferred entry: 3.1.13.3
EC:3.1.4.20	Transferred entry: 3.1.13.1
EC:3.1.4.21	Transferred entry: 3.1.30.1
EC:3.1.4.22	Transferred entry: 4.6.1.18
EC:3.1.4.23	Transferred entry: 4.6.1.19
EC:3.1.4.24	Deleted entry
EC:3.1.4.25	Transferred entry: 3.1.11.1
EC:3.1.4.26	Deleted entry
EC:3.1.4.27	Transferred entry: 3.1.11.2
EC:3.1.4.28	Transferred entry: 3.1.11.3
EC:3.1.4.29	Deleted entry
EC:3.1.4.30	Transferred entry: 3.1.21.2
EC:3.1.4.31	Transferred entry: 3.1.11.4
EC:3.1.4.32	Deleted entry
EC:3.1.4.33	Deleted entry
EC:3.1.4.34	Deleted entry
EC:3.1.4.35	3',5'-cyclic-GMP phosphodiesterase
EC:3.1.4.36	Transferred entry: 3.1.4.43
EC:3.1.4.37	2',3'-cyclic-nucleotide 3'-phosphodiesterase
EC:3.1.4.38	Glycerophosphocholine cholinephosphodiesterase
EC:3.1.4.39	Alkylglycerophosphoethanolamine phosphodiesterase
EC:3.1.4.40	CMP-N-acylneuraminate phosphodiesterase
EC:3.1.4.41	Sphingomyelin phosphodiesterase D
EC:3.1.4.42	Glycerol-1,2-cyclic-phosphate 2-phosphodiesterase
